x,y,epoch,batch,difference
-0.0083503732457757,0.13579313457012177,1,7,0.0
-0.0083503732457757,0.13579313457012177,1,7,0.0
-0.0083503732457757,0.13579313457012177,1,7,0.0
-0.0083503732457757,0.13579313457012177,1,7,0.0
-0.0083503732457757,0.13579313457012177,1,7,0.0
-0.01602974347770214,0.2623125910758972,2,7,0.0
-0.01602974347770214,0.2623125910758972,2,7,0.0
-0.01602974347770214,0.2623125910758972,2,7,0.0
-0.01602974347770214,0.2623125910758972,2,7,0.0
-0.01602974347770214,0.2623125910758972,2,7,0.0
-0.02311912551522255,0.38034141063690186,3,7,0.0
-0.02311912551522255,0.38034141063690186,3,7,0.0
-0.02311912551522255,0.38034141063690186,3,7,0.0
-0.02311912551522255,0.38034141063690186,3,7,0.0
-0.02311912551522255,0.38034141063690186,3,7,0.0
-0.02968250773847103,0.49055665731430054,4,7,0.0
-0.02968250773847103,0.49055665731430054,4,7,0.0
-0.02968250773847103,0.49055665731430054,4,7,0.0
-0.02968250773847103,0.49055665731430054,4,7,0.0
-0.02968250773847103,0.49055665731430054,4,7,0.0
-0.03577115386724472,0.5935519933700562,5,7,0.0
-0.03577115386724472,0.5935519933700562,5,7,0.0
-0.03577115386724472,0.5935519933700562,5,7,0.0
-0.03577115386724472,0.5935519933700562,5,7,0.0
-0.03577115386724472,0.5935519933700562,5,7,0.0
-0.041426707059144974,0.6898526549339294,6,7,0.0
-0.041426707059144974,0.6898526549339294,6,7,0.0
-0.041426707059144974,0.6898526549339294,6,7,0.0
-0.041426707059144974,0.6898526549339294,6,7,0.0
-0.041426707059144974,0.6898526549339294,6,7,0.0
-0.04668344184756279,0.7799261808395386,7,7,0.0
-0.04668344184756279,0.7799261808395386,7,7,0.0
-0.04668344184756279,0.7799261808395386,7,7,0.0
-0.04668344184756279,0.7799261808395386,7,7,0.0
-0.04668344184756279,0.7799261808395386,7,7,0.0
-0.051569998264312744,0.8641910552978516,8,7,0.0
-0.051569998264312744,0.8641910552978516,8,7,0.0
-0.051569998264312744,0.8641910552978516,8,7,0.0
-0.051569998264312744,0.8641910552978516,8,7,0.0
-0.051569998264312744,0.8641910552978516,8,7,0.0
-0.0561106875538826,0.9430230855941772,9,7,0.0
-0.0561106875538826,0.9430230855941772,9,7,0.0
-0.0561106875538826,0.9430230855941772,9,7,0.0
-0.0561106875538826,0.9430230855941772,9,7,0.0
-0.0561106875538826,0.9430230855941772,9,7,0.0
-0.060326527804136276,1.0167614221572876,10,7,0.0
-0.060326527804136276,1.0167614221572876,10,7,0.0
-0.060326527804136276,1.0167614221572876,10,7,0.0
-0.060326527804136276,1.0167614221572876,10,7,0.0
-0.060326527804136276,1.0167614221572876,10,7,0.0
-0.06423604488372803,1.085713505744934,11,7,0.0
-0.06423604488372803,1.085713505744934,11,7,0.0
-0.06423604488372803,1.085713505744934,11,7,0.0
-0.06423604488372803,1.085713505744934,11,7,0.0
-0.06423604488372803,1.085713505744934,11,7,0.0
-0.06785589456558228,1.1501598358154297,12,7,0.0
-0.06785589456558228,1.1501598358154297,12,7,0.0
-0.06785589456558228,1.1501598358154297,12,7,0.0
-0.06785589456558228,1.1501598358154297,12,7,0.0
-0.06785589456558228,1.1501598358154297,12,7,0.0
-0.0712013840675354,1.2103581428527832,13,7,0.0
-0.0712013840675354,1.2103581428527832,13,7,0.0
-0.0712013840675354,1.2103581428527832,13,7,0.0
